Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,Accepted_Cmp,children,duration
PhD,Single,16269,19,3,18,3,1,0,3,3,0,3,8,0,39,No,1,10.228154232261009
College Graduate,Together,71819,1224,28,140,0,14,168,3,3,3,5,6,0,52,Yes,1,10.233629933835273
PhD,Married,33569,16,2,18,3,0,24,1,1,1,2,8,0,40,Yes,1,10.0994752452658
Master,Married,36262,88,39,54,64,28,153,1,3,5,3,6,0,40,Yes,0,10.170659365731234
High School,Together,22634,2,23,11,8,6,46,1,2,1,2,8,0,57,No,0,10.846794433036733
Technical School,Married,47025,508,11,59,23,5,29,5,11,1,6,9,0,45,No,1,10.19256217202829
College Graduate,Single,70566,381,28,215,84,28,21,2,6,5,9,3,0,55,No,1,10.126853753137121
PhD,Married,31605,74,0,42,2,1,6,2,2,1,4,7,0,44,No,1,10.997376226328997
Master,Divorced,52034,146,0,93,7,13,73,5,4,2,5,7,0,50,No,2,10.51562856490988
College Graduate,Single,48526,23,17,23,43,20,9,1,2,1,4,3,0,44,No,1,9.910449463837553
College Graduate,Married,46734,110,5,137,26,23,29,2,6,1,5,7,0,69,No,1,11.008327629477526
College Graduate,Divorced,39552,165,3,147,4,24,41,7,6,2,5,8,0,61,Yes,2,10.926192105863564
College Graduate,Single,86358,957,47,494,82,47,95,4,5,3,6,8,0,57,No,2,11.28770248688113
College Graduate,Together,46931,41,0,17,3,1,16,2,1,1,3,3,0,46,No,3,9.5792835957107
High School,Single,16581,1,3,4,2,3,11,1,0,0,3,4,0,38,No,0,10.857745836185261
Technical School,Divorced,63998,176,29,818,0,33,112,1,7,6,11,4,0,71,Yes,0,9.921400866986081
Master,Married,67381,815,8,53,11,0,70,4,2,2,9,7,0,72,Yes,1,10.849532283823864
College Graduate,Single,25930,6,1,2,2,0,4,1,1,0,2,7,0,56,No,2,10.115902349988593
College Graduate,Married,42693,8,4,20,6,3,16,1,1,0,3,5,0,45,No,1,9.458818161076888
College Graduate,Together,85606,717,42,864,219,30,84,2,6,7,9,3,0,47,Yes,1,11.02475473420032
College Graduate,Single,72903,1067,138,750,0,19,39,1,7,5,8,4,0,38,Yes,0,10.063883185033083
Technical School,Together,49669,166,5,107,11,8,29,2,5,1,6,6,0,49,No,1,9.497148072096739
PhD,Married,36778,29,4,34,2,4,4,3,3,0,3,9,0,55,No,2,11.295916039242528
PhD,Divorced,85696,714,76,395,116,0,12,1,4,6,9,1,0,61,Yes,0,10.55395847592973
Master,Divorced,10979,8,4,10,2,2,4,2,3,0,3,5,0,34,No,0,9.502623773671003
College Graduate,Married,49678,229,5,56,3,2,20,2,6,2,4,7,0,62,No,1,10.800250969655487
Master,Together,56129,320,48,133,39,72,48,4,6,2,10,4,0,70,No,1,10.422541638147388
College Graduate,Married,37155,23,0,26,7,15,3,1,2,0,4,5,0,34,No,1,10.80572667122975
Technical School,Divorced,21282,1,5,8,4,8,20,2,2,1,2,6,0,45,No,1,9.532740132329454
PhD,Single,33419,56,0,12,0,0,18,2,2,0,4,7,0,61,No,1,10.263746292493726
College Graduate,Widow,63285,508,124,249,50,38,134,1,6,5,13,3,0,78,No,0,10.044604152407027
Master,Together,21255,29,0,25,2,2,3,4,2,1,4,4,0,49,No,1,9.833789641797855
College Graduate,Together,42162,46,7,59,2,4,27,2,3,1,3,6,0,42,Yes,1,10.006274241387178
College Graduate,Together,54450,454,0,171,8,19,32,12,9,2,8,8,0,67,No,2,11.186402007757245
PhD,Married,57744,350,3,39,0,0,19,2,9,1,4,8,0,69,No,1,10.025439196897102
College Graduate,Single,26576,10,0,8,0,0,9,1,1,0,2,9,0,37,Yes,1,11.107004334930414
PhD,Widow,57513,735,40,183,52,20,30,2,9,3,13,6,0,80,No,0,10.378736025553275
College Graduate,Together,68142,897,126,196,91,112,37,3,10,4,7,6,0,59,No,1,11.230207620351356
College Graduate,Married,7500,5,2,3,3,0,5,1,1,0,2,8,0,44,No,1,11.230207620351356
College Graduate,Together,83145,777,35,731,39,137,114,1,5,9,11,2,0,49,Yes,0,11.164499201460188
Master,Married,54197,162,6,37,6,13,13,2,1,3,6,1,0,63,No,1,9.636778462240475
PhD,Single,23091,35,0,11,0,0,2,4,2,1,3,7,0,60,No,2,9.48619666894821
College Graduate,Married,46049,342,9,112,19,14,19,10,5,2,9,7,0,47,Yes,2,10.337668263746293
College Graduate,Together,56715,258,105,239,237,172,9,1,7,3,4,4,0,49,No,0,10.961784166096281
College Graduate,Married,79410,658,80,483,123,13,13,1,3,2,5,1,0,62,No,0,9.483458818161077
College Graduate,Married,57304,356,80,329,138,17,106,2,7,6,10,5,0,72,No,1,10.69906456764773
College Graduate,Married,44375,213,5,28,7,7,41,1,4,1,6,5,0,58,No,1,9.666894820898928
College Graduate,Together,54450,454,0,171,8,19,32,12,9,2,8,8,0,67,No,2,11.186402007757245
College Graduate,Married,59594,457,4,29,0,0,9,1,8,1,7,7,0,58,Yes,1,11.087839379420489
College Graduate,Together,80685,241,45,604,34,26,54,1,6,4,10,2,0,29,No,0,11.249372575861281
PhD,Married,40344,210,0,6,0,0,2,2,4,1,5,7,0,49,No,1,10.107688797627196
College Graduate,Married,62710,441,35,83,7,29,11,4,4,2,12,4,0,51,No,1,10.499201460187086
Technical School,Married,48985,19,13,18,10,7,8,1,1,1,3,3,0,55,No,1,10.381473876340406
College Graduate,Together,35322,28,9,37,12,7,13,3,2,0,4,8,0,55,No,3,11.249372575861281
College Graduate,Married,77142,476,75,162,29,151,97,1,4,4,8,2,0,75,No,0,10.482774355464294
College Graduate,Single,81657,364,40,425,158,60,50,1,3,4,8,1,0,54,No,0,9.831051791010722
High School,Married,14421,0,0,2,3,3,8,1,1,0,2,5,0,27,Yes,0,9.759867670545288
Technical School,Married,20130,0,6,3,7,6,12,1,1,0,3,8,0,49,No,0,9.683321925621721
PhD,Married,74214,863,83,547,86,99,33,1,8,2,5,5,0,33,No,0,11.238421172712753
Master,Married,66726,349,7,35,0,0,47,3,8,2,4,7,0,66,Yes,2,9.858430298882045
High School,Together,23724,5,23,15,0,18,14,2,2,0,3,8,0,44,No,1,10.86869723933379
Master,Married,47353,184,2,19,8,8,4,3,2,2,6,5,0,63,No,1,10.02270134610997
Master,Married,33444,8,0,8,0,0,2,1,1,0,2,8,0,71,No,2,11.04950946840064
College Graduate,Married,54386,277,21,64,62,21,25,2,3,2,10,3,0,42,No,1,10.51562856490988
College Graduate,Divorced,28510,44,5,19,0,4,19,3,2,0,4,5,0,42,No,2,10.60871549167237
Master,Single,90638,1156,120,915,94,144,96,1,3,4,10,1,0,32,Yes,0,9.770819073693817
College Graduate,Together,48070,373,14,83,6,9,19,3,8,2,6,7,1,73,No,1,10.855007985398128
College Graduate,Married,43140,134,8,76,6,0,11,1,4,1,5,6,0,66,No,1,10.876910791695186
PhD,Divorced,54959,1148,0,60,0,0,24,3,9,5,4,7,0,62,Yes,1,10.838580880675336
High School,Single,15056,6,12,3,21,6,40,5,2,2,3,5,0,65,No,2,10.55395847592973
College Graduate,Single,26954,4,1,11,0,0,1,1,1,0,2,7,0,52,No,1,9.540953684690852
College Graduate,Single,22327,5,4,8,2,0,5,1,1,0,3,5,0,38,No,1,10.304814054300708
College Graduate,Married,44393,24,2,20,2,2,10,2,1,0,4,4,0,58,No,2,10.250057038558065
PhD,Single,62000,899,0,101,0,0,20,1,6,6,13,4,0,71,Yes,1,10.24184348619667
PhD,Together,31497,108,1,28,13,1,4,2,3,1,4,8,0,61,No,1,10.959046315309148
Technical School,Married,45894,27,2,7,0,2,13,1,1,0,3,5,0,49,No,2,9.732489162673968
Master,Divorced,78579,816,66,549,216,66,99,1,5,6,4,3,0,53,Yes,0,10.915240702715035
Master,Widow,67369,1298,0,70,37,14,42,4,7,4,10,4,0,54,Yes,1,11.011065480264659
College Graduate,Divorced,58401,10,0,11,17,29,29,1,1,2,2,4,0,63,No,1,9.590234998859229
College Graduate,Single,62307,87,13,34,10,6,10,1,4,0,4,5,0,71,No,1,9.759867670545288
Master,Married,43641,57,2,51,4,2,23,3,2,1,4,6,0,54,No,2,10.584074834588183
Master,Divorced,63841,635,15,100,20,7,131,1,9,3,9,6,0,55,No,1,10.586812685375314
Technical School,Married,46891,43,12,23,29,15,61,1,2,1,4,4,0,58,No,1,10.222678530686744
Master,Married,70091,964,34,137,15,0,11,2,5,2,10,8,0,54,Yes,1,10.644307551905088
PhD,Married,78075,572,8,259,34,35,80,1,3,5,5,1,0,51,No,0,9.63130276066621
Technical School,Widow,59184,341,142,113,259,151,66,3,6,6,12,5,0,62,No,1,11.200091261692904
College Graduate,Married,54809,63,6,57,13,13,22,4,2,1,5,4,0,46,No,2,10.195300022815424
College Graduate,Married,58113,221,104,169,102,78,84,3,9,2,8,7,1,64,No,1,10.822153775952543
Master,Married,51412,140,3,29,4,5,14,2,3,2,4,4,0,65,No,1,9.89128450832763
College Graduate,Divorced,15287,1,2,8,4,3,13,2,1,1,2,7,0,44,Yes,1,11.11521788729181
Master,Together,66636,291,10,689,84,10,0,1,3,4,9,1,0,66,No,0,10.263746292493726
Master,Married,50965,544,13,85,8,6,29,3,10,4,5,8,0,67,Yes,1,10.75096965548711
PhD,Married,84618,684,100,801,21,66,0,1,6,9,10,2,0,58,Yes,0,9.998060689025781
College Graduate,Married,18351,1,12,9,0,14,7,1,2,0,3,7,0,33,No,0,10.063883185033083
PhD,Together,40451,35,0,4,0,0,10,1,1,1,2,5,0,66,Yes,2,9.76260552133242
College Graduate,Together,36317,87,3,25,3,2,13,2,3,0,4,7,0,58,No,1,10.501939310974219
College Graduate,Together,42213,309,3,24,4,3,20,2,5,1,7,7,0,66,Yes,1,10.110426648414329
College Graduate,Together,65748,172,73,93,95,78,34,2,2,4,10,1,1,68,No,1,10.603239790098106
College Graduate,Together,77044,625,38,242,50,34,76,2,7,11,11,4,0,51,Yes,1,10.069358886607347
College Graduate,Together,74918,972,59,913,25,19,59,1,5,9,6,3,0,54,Yes,0,10.696326716860598
College Graduate,Married,56721,157,6,39,6,13,75,5,4,1,5,6,0,51,No,2,11.057723020762035
College Graduate,Single,42160,48,9,45,3,15,20,4,2,1,4,6,0,48,Yes,2,10.400638831850332
College Graduate,Single,61559,279,83,88,32,14,34,1,4,2,10,3,0,58,No,1,10.348619666894821
PhD,Together,33629,132,0,16,0,0,4,5,3,1,4,9,0,60,No,2,11.28770248688113
PhD,Together,68682,919,0,505,99,30,45,1,4,9,10,2,0,32,No,0,10.126853753137121
College Graduate,Single,34377,62,0,22,3,1,26,2,2,2,2,7,0,60,No,1,10.838580880675336
High School,Single,8940,1,45,3,4,6,42,3,3,1,3,8,0,37,No,1,11.249372575861281
College Graduate,Married,26228,2,6,4,3,1,9,1,1,0,2,8,0,50,No,1,10.16518366415697
Technical School,Divorced,77297,408,61,109,48,122,41,1,5,7,9,4,0,66,Yes,0,10.819415925165412
College Graduate,Married,40211,51,1,7,2,1,25,2,2,1,2,8,0,42,Yes,2,10.313027606662104
PhD,Widow,33438,62,1,16,3,2,6,4,2,1,4,5,0,65,No,2,10.16518366415697
PhD,Married,75032,952,12,180,47,12,12,2,5,4,9,3,0,64,No,1,10.567647729865389
PhD,Single,61284,618,15,106,20,7,45,1,11,2,8,6,0,68,Yes,0,10.110426648414329
College Graduate,Married,22518,11,7,12,2,2,27,2,2,1,2,5,0,37,Yes,1,11.082363677846224
Master,Married,54730,318,3,17,4,7,56,5,4,1,8,4,0,48,No,1,10.26922199406799
Master,Married,38452,56,0,14,0,0,2,3,3,0,3,7,0,68,No,2,9.647729865389003
College Graduate,Divorced,44421,110,5,59,7,1,7,5,5,0,4,8,0,52,No,2,10.764658909422769
PhD,Together,38197,23,0,11,2,1,3,1,1,0,3,5,0,37,No,1,10.397900981063199
College Graduate,Divorced,41986,27,5,8,8,3,12,3,3,0,4,4,0,45,No,1,9.781770476842345
College Graduate,Together,28427,18,3,19,3,3,6,2,2,0,3,8,0,40,No,1,10.671686059776409
PhD,Together,37395,18,0,9,0,1,11,1,1,0,3,6,0,47,No,1,9.557380789413644
College Graduate,Married,64722,303,0,280,60,147,15,4,8,2,11,6,0,52,No,1,9.491672370522474
Master,Together,55249,97,1,19,2,0,11,1,2,1,4,3,0,67,No,1,9.598448551220626
College Graduate,Together,84906,997,15,414,99,30,76,1,5,6,12,2,0,51,Yes,0,10.132329454711385
College Graduate,Married,28691,5,4,13,8,0,4,1,1,0,3,8,0,34,No,1,10.38421172712754
College Graduate,Single,44213,95,11,35,0,4,7,4,2,1,5,6,0,71,No,2,9.978895733515856
High School,Single,25707,1,6,2,3,6,3,1,1,0,3,7,0,39,No,1,9.84200319415925
PhD,Married,59062,46,1,12,3,0,9,2,2,0,3,4,0,56,No,3,10.135067305498517
College Graduate,Single,76624,411,106,147,54,115,66,1,5,10,7,1,0,61,Yes,1,9.497148072096739
Master,Together,66000,244,51,270,101,0,45,1,1,3,5,1,0,76,No,0,9.590234998859229
PhD,Together,27683,152,9,121,12,12,45,4,6,2,4,8,0,45,No,1,11.298653890029659
College Graduate,Divorced,1730,1,1,3,1,1,1,15,0,0,0,20,0,52,No,0,9.513575176819531
High School,Single,7500,10,17,18,8,26,40,4,3,2,2,9,0,31,No,1,10.967259867670546
College Graduate,Together,40521,12,0,5,0,0,4,1,0,1,2,5,0,55,No,2,10.630618297969427
PhD,Together,20427,5,0,4,0,0,1,1,1,0,2,8,0,50,No,1,9.664156970111796
College Graduate,Married,65106,790,19,133,12,0,19,3,8,3,13,6,0,48,Yes,1,9.497148072096739
PhD,Married,69969,882,29,514,38,29,44,1,4,2,6,3,0,58,Yes,0,10.236367784622406
College Graduate,Married,67433,615,28,259,12,48,30,4,6,5,13,4,0,71,Yes,2,10.351357517681953
PhD,Married,77766,1004,59,265,115,59,27,2,11,10,11,6,0,56,Yes,1,10.745493953912845
College Graduate,Married,74716,133,27,421,13,195,71,2,7,3,5,4,0,51,No,1,10.19256217202829
College Graduate,Divorced,68118,595,23,123,10,23,154,2,8,9,4,6,0,60,No,1,10.093999543691536
PhD,Married,55158,293,0,87,4,11,23,4,7,2,5,7,0,53,Yes,2,11.31234314396532
Technical School,Married,62972,313,15,47,20,0,192,2,7,4,3,6,0,68,Yes,1,11.301391740816792
College Graduate,Married,74190,151,81,86,168,91,64,2,4,2,11,2,0,48,No,1,9.530002281542323
College Graduate,Married,39356,15,0,2,0,0,6,1,1,0,2,6,0,47,Yes,2,9.677846224047457
College Graduate,Together,76653,736,63,946,219,189,126,1,4,7,11,2,0,54,Yes,0,10.266484143280858
PhD,Divorced,35860,15,0,8,4,2,20,2,1,1,2,5,0,50,Yes,2,9.510837326032398
PhD,Divorced,90687,982,17,672,23,34,51,1,6,2,8,2,0,40,Yes,0,10.501939310974219
Master,Together,73450,1142,51,415,90,69,37,1,7,8,11,3,0,41,Yes,0,9.962468628793063
College Graduate,Married,31454,28,0,11,0,0,9,3,2,0,3,8,0,63,No,2,10.378736025553275
College Graduate,Single,47139,46,0,12,0,2,23,2,2,1,2,7,0,71,Yes,2,9.713324207164042
College Graduate,Divorced,83829,897,161,430,186,161,27,0,4,7,6,1,0,48,Yes,0,10.121378051562857
PhD,Married,53378,489,6,152,8,6,132,10,9,4,6,8,0,60,Yes,2,11.159023499885924
College Graduate,Together,19656,25,4,9,6,8,32,3,2,1,3,7,0,53,No,1,10.783823864932694
PhD,Married,45579,145,1,33,2,1,1,1,4,1,4,6,0,75,No,1,10.25553274013233
Technical School,Single,85485,630,26,611,44,18,54,1,6,6,6,2,0,65,No,0,9.420488250057039
College Graduate,Married,55956,760,38,104,50,9,38,2,7,3,4,4,0,79,Yes,0,9.625827059091947
Master,Single,64191,420,15,186,151,38,15,3,5,3,13,3,0,60,No,1,10.83036732831394
College Graduate,Single,38808,125,17,52,3,19,30,4,5,1,4,8,0,51,Yes,1,11.238421172712753
Master,Married,57183,464,5,64,7,0,70,8,9,1,7,8,0,57,No,2,10.677161761350673
Master,Divorced,23748,6,6,29,12,15,8,3,2,1,3,8,0,55,No,1,11.00011407711613
College Graduate,Married,66303,1090,12,96,16,12,60,4,3,4,11,8,0,52,Yes,1,10.734542550764317
Master,Married,37368,3,2,11,2,2,10,1,1,0,2,6,0,48,Yes,1,9.932352270134611
College Graduate,Married,40800,24,0,27,8,30,10,2,3,0,3,7,1,59,No,3,10.887862194843715
College Graduate,Divorced,71847,737,21,106,55,63,210,0,6,7,9,3,0,45,Yes,0,11.16723705224732
College Graduate,Married,46149,254,6,71,4,0,27,5,5,1,7,5,0,48,No,1,9.978895733515856
College Graduate,Together,78687,817,185,687,145,55,241,1,4,6,8,2,0,40,Yes,0,11.284964636094
Technical School,Divorced,49118,620,54,239,99,98,119,2,9,7,10,7,0,52,Yes,0,11.26032397900981
PhD,Married,37633,13,4,20,0,0,1,2,1,0,3,9,0,66,No,2,11.169974903034452
Master,Together,39767,113,61,204,34,26,47,2,7,1,7,8,0,72,No,0,10.337668263746293
High School,Married,26997,7,23,78,133,49,144,2,4,2,5,7,0,72,No,0,11.043919689710243
College Graduate,Divorced,33986,16,2,18,2,1,5,1,1,0,3,7,0,53,No,1,10.690851015286334
PhD,Married,57091,462,0,24,6,0,4,2,9,2,5,7,0,51,Yes,1,10.994638375541866
Technical School,Married,46831,22,2,10,6,4,34,2,1,2,2,4,0,54,No,2,10.455395847592973
Master,Married,83151,968,147,842,137,42,210,1,5,7,10,2,0,51,Yes,0,10.77834816335843
College Graduate,Married,52531,283,112,151,51,72,125,2,7,2,10,6,0,52,No,0,10.893337896417979
College Graduate,Married,15759,1,2,5,6,0,3,1,1,0,2,7,0,67,No,0,10.211727127538216
College Graduate,Single,22804,14,1,7,2,1,1,1,2,0,2,9,0,52,No,1,10.310289755874972
Technical School,Married,43050,30,5,24,6,3,8,2,2,0,4,5,0,50,No,1,9.680584074834588
PhD,Single,42997,4,0,5,0,1,5,1,1,0,2,7,0,46,No,2,9.9569929272188
PhD,Single,48918,52,0,9,0,0,1,2,1,0,4,4,0,60,No,2,9.612137805156285
Master,Together,60033,62,1,57,19,11,48,2,2,1,5,2,0,69,No,1,9.650467716176136
PhD,Together,34043,20,2,14,3,0,10,1,2,0,2,9,0,45,No,1,10.074834588181611
College Graduate,Together,57811,545,7,114,37,21,78,5,7,2,11,5,0,57,Yes,1,10.41159023499886
College Graduate,Married,78569,558,79,622,207,175,95,1,4,6,4,1,0,77,Yes,0,9.754391968971024
College Graduate,Single,7500,6,5,4,13,4,25,4,2,1,3,6,0,45,No,2,10.901551448779374
Master,Together,157733,39,1,9,2,0,8,0,1,0,1,1,0,52,No,1,10.466347250741501
College Graduate,Together,94384,1111,24,790,160,45,172,0,5,8,5,2,0,70,Yes,0,10.718115446041523
Technical School,Married,23148,4,6,8,6,3,10,1,2,0,3,7,0,38,No,0,9.757129819758156
College Graduate,Divorced,44267,183,5,65,3,5,49,5,5,2,4,9,0,53,No,2,10.737280401551448
College Graduate,Married,71626,546,72,376,94,145,72,1,5,5,8,3,0,44,Yes,0,11.054985169974904
College Graduate,Together,60894,606,7,155,10,0,54,5,10,3,8,7,0,57,No,1,10.400638831850332
College Graduate,Together,50200,266,6,51,8,6,64,6,7,1,5,8,0,47,No,2,10.636093999543691
PhD,Married,81051,1142,29,249,38,29,14,1,5,5,12,2,0,58,Yes,0,9.49988592288387
College Graduate,Married,65169,1074,0,69,0,0,46,1,10,4,13,6,0,41,Yes,0,9.852954597307779
College Graduate,Together,59868,771,51,154,54,10,154,7,11,2,12,6,0,51,No,1,10.33493041295916
PhD,Married,65695,371,32,189,0,58,6,2,5,4,10,4,0,63,No,1,9.806411133926535
Master,Single,64857,556,14,717,210,0,43,1,7,5,10,4,0,67,No,0,10.994638375541866
Master,Together,45143,202,5,74,11,5,14,3,6,1,5,7,0,58,No,1,10.239105635409537
Technical School,Together,74805,209,162,209,41,162,37,5,4,7,10,2,0,68,No,1,10.041866301619894
Technical School,Married,59060,35,40,111,36,40,12,3,3,1,7,4,0,34,No,1,9.861168149669176
PhD,Single,27238,37,0,17,0,0,3,3,3,0,3,9,0,61,No,2,10.589550536162447
College Graduate,Together,47009,171,45,73,59,10,90,4,3,2,8,4,0,58,No,1,10.140543007072782
Technical School,Married,46094,12,2,20,3,2,5,1,1,0,3,7,0,50,No,2,9.450604608715492
College Graduate,Married,40321,44,4,21,6,0,27,2,3,0,3,7,0,51,No,2,10.315765457449237
College Graduate,Together,37235,20,2,9,4,6,20,1,1,1,2,4,0,39,No,1,9.803673283139402
Master,Married,81843,779,86,537,34,69,138,1,5,9,12,3,0,63,No,0,10.584074834588183
Master,Together,46692,170,6,97,24,12,88,3,6,1,5,6,0,65,No,1,10.460871549167237
College Graduate,Together,77382,491,48,231,112,105,134,2,5,7,12,1,0,55,Yes,1,9.872119552817704
College Graduate,Single,37774,173,8,107,7,2,176,4,7,2,3,9,1,46,Yes,2,11.216518366415697
High School,Married,18393,7,10,13,16,0,4,2,3,0,3,8,0,49,No,1,9.650467716176136
Master,Married,72828,1205,0,235,19,14,205,6,6,3,13,7,0,61,No,1,10.767396760209902
College Graduate,Married,24711,10,7,25,6,3,7,1,3,0,3,7,0,41,No,0,9.595710700433493
PhD,Married,45503,97,4,44,6,1,18,1,3,1,4,5,0,48,No,1,10.156970111795575
Master,Single,6560,67,11,26,4,3,262,0,1,0,1,17,0,41,No,0,9.94330367328314
PhD,Together,71604,345,53,528,98,75,97,1,8,3,5,4,0,78,Yes,0,10.011749942961442
College Graduate,Married,27244,6,5,17,3,24,46,2,2,2,2,7,0,44,No,1,9.710586356376911
College Graduate,Married,48752,73,57,100,71,15,0,5,6,1,5,9,0,54,Yes,2,10.942619210586356
College Graduate,Married,71434,711,36,217,172,96,168,3,7,4,7,4,0,61,Yes,1,10.176135067305498
College Graduate,Single,90842,774,70,118,182,187,93,1,4,9,13,1,0,75,No,0,10.315765457449237
Master,Married,88097,163,0,480,0,126,75,1,6,5,8,9,0,45,Yes,1,11.26032397900981
College Graduate,Married,51948,82,33,54,71,30,41,2,5,2,4,5,0,48,No,1,10.178872918092631
College Graduate,Together,71853,358,108,413,141,97,32,1,2,8,6,1,0,41,No,0,10.540269221994068
Master,Married,35876,66,2,40,4,3,14,1,3,1,3,6,0,40,No,0,9.590234998859229
College Graduate,Widow,40049,13,6,7,0,3,3,1,1,0,3,6,0,71,No,1,10.0994752452658
College Graduate,Single,39660,139,13,78,20,13,36,3,7,1,3,9,0,41,Yes,1,11.28770248688113
College Graduate,Together,50127,274,0,21,4,6,15,1,5,1,6,6,0,61,Yes,1,9.483458818161077
Master,Married,43263,262,6,61,0,10,102,3,5,2,6,5,0,46,No,1,11.00011407711613
Master,Married,62845,1099,0,45,0,0,34,11,3,4,10,8,0,74,Yes,2,11.139858544375999
College Graduate,Married,18929,32,0,8,23,4,18,1,1,0,4,6,0,33,No,0,10.761921058635638
High School,Single,24367,2,4,2,0,11,5,1,1,0,2,9,0,41,No,1,10.674423910563542
College Graduate,Single,33249,6,10,21,19,14,42,2,2,1,3,6,0,48,No,1,10.75096965548711
Technical School,Married,26887,6,7,4,3,4,6,1,1,0,3,6,0,64,No,1,10.77834816335843
PhD,Married,50150,135,46,92,65,61,11,2,5,2,7,5,0,40,No,0,10.422541638147388
College Graduate,Together,62061,641,7,84,0,30,38,3,10,4,7,6,0,47,Yes,1,10.225416381473877
PhD,Divorced,85696,714,76,395,116,0,12,1,4,6,9,1,0,61,Yes,0,10.55395847592973
PhD,Together,76542,794,73,573,0,29,14,1,4,8,10,2,0,67,No,0,10.647045402692221
College Graduate,Single,70515,420,0,452,182,64,140,1,6,6,4,2,0,30,Yes,0,10.08578599133014
College Graduate,Together,18227,1,2,7,4,3,11,1,0,1,2,8,0,36,No,1,11.035706137348848
College Graduate,Married,69139,86,12,75,33,15,6,1,4,1,5,4,0,58,No,1,9.817362537075063
College Graduate,Married,69109,823,25,459,124,29,95,1,6,6,7,4,0,41,Yes,0,11.032968286561715
College Graduate,Single,69627,231,161,215,171,30,53,2,8,2,11,5,0,61,No,1,10.682637462924937
College Graduate,Married,38136,8,15,27,0,20,33,2,3,1,2,8,0,45,Yes,1,10.584074834588183
PhD,Single,62159,182,17,259,77,70,29,1,6,2,10,4,0,77,No,0,9.568332192562172
College Graduate,Single,80695,557,129,984,193,37,18,1,5,8,5,2,0,60,No,0,9.896760209901894
Master,Single,33316,79,1,31,4,4,12,3,2,1,4,6,0,52,No,2,10.132329454711385
College Graduate,Together,58554,368,24,68,38,0,88,6,8,2,6,7,0,55,No,2,11.153547798311658
High School,Married,17256,6,4,14,8,8,22,2,2,1,2,8,0,31,Yes,1,9.995322838238648
College Graduate,Divorced,53034,160,15,196,15,11,50,8,6,1,7,8,0,49,No,2,10.480036504677162
Technical School,Together,52203,488,21,238,56,108,28,1,8,7,11,6,0,73,No,0,11.309605293178187
Technical School,Divorced,59601,691,7,69,0,7,23,4,2,2,7,8,0,46,Yes,1,10.326716860597765
Master,Single,75154,543,10,205,160,143,82,1,6,3,6,3,0,65,Yes,1,11.213780515628565
College Graduate,Single,47025,254,7,108,20,0,26,3,6,3,5,6,0,47,No,1,10.039128450832763
College Graduate,Married,37971,5,4,10,2,2,7,1,1,0,3,8,0,50,No,1,9.989847136664384
Master,Divorced,41335,112,19,21,16,14,5,3,4,1,4,7,0,55,No,1,9.904973762263289
College Graduate,Married,67267,134,11,59,15,2,30,1,3,2,5,2,0,65,No,1,9.52726443075519
College Graduate,Single,57338,143,6,52,11,8,17,2,4,1,5,5,0,48,No,1,9.565594341775041
Technical School,Together,50523,51,4,24,4,7,1,2,2,0,4,6,0,63,No,2,9.907711613050422
Master,Single,35791,27,0,5,0,0,3,2,1,0,3,8,0,58,No,3,10.545744923568332
PhD,Divorced,50611,459,0,24,6,0,4,6,4,5,7,6,0,63,Yes,1,11.131644992014602
PhD,Married,56242,689,8,167,11,8,88,5,8,4,11,6,0,54,No,1,10.720853296828656
College Graduate,Single,48904,283,10,38,0,13,27,4,7,2,4,8,0,63,No,1,10.969997718457677
College Graduate,Single,56243,347,0,35,4,3,7,6,4,2,8,5,0,48,No,3,9.89402235911476
College Graduate,Married,21355,5,13,14,0,5,31,2,2,1,2,6,0,38,Yes,1,10.25553274013233
Master,Together,57420,280,0,18,0,0,24,3,5,1,6,7,0,52,Yes,1,10.408852384211727
Master,Divorced,46390,95,14,64,2,9,38,1,4,2,3,7,0,68,No,1,9.549167237052247
Technical School,Together,54342,84,10,34,11,10,28,4,3,1,4,6,0,67,No,2,10.38694957791467
College Graduate,Married,20895,18,3,17,3,0,4,1,2,0,3,9,0,50,No,1,11.126169290440338
College Graduate,Married,92344,992,24,694,51,19,119,0,5,10,5,1,0,75,Yes,0,9.850216746520648
Technical School,Together,26907,9,1,7,0,3,2,2,1,0,3,7,0,47,No,2,10.25553274013233
College Graduate,Together,44964,19,1,17,2,0,2,1,1,0,3,8,0,43,No,2,10.931667807437828
College Graduate,Together,75507,709,93,374,104,80,80,1,8,6,6,3,0,44,No,0,9.557380789413644
Master,Married,53761,158,0,76,13,7,71,6,4,4,3,5,0,51,No,2,10.11316449920146
College Graduate,Together,22682,10,14,29,4,2,36,3,2,1,4,4,0,50,No,1,10.135067305498517
PhD,Together,38887,25,1,13,0,0,3,1,1,0,3,7,0,51,No,1,9.72427561031257
Technical School,Single,41658,8,4,12,15,4,29,2,1,1,2,4,0,48,No,2,11.032968286561715
PhD,Married,29791,14,0,6,0,0,0,2,2,0,3,5,0,51,No,1,9.521788729180926
Master,Married,63915,622,7,115,30,0,15,2,6,3,12,5,0,67,No,2,10.313027606662104
